Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash
CPRI,38287,USD,2020,Q4,2021-05-26,2021-05-26,150236612.0,151152267.0,-63000000.0,212000000.0,197000000.0,278000000.0,,,,,624000000,-111000000.0,,-13000000.0,-124000000.0,,-868000000.0,2000000.0,-870000000.0,-358000000
CPRT,287342,USD,2021,Q3,2021-05-24,2021-05-24,235246500.0,239755000.0,846054000.0,120642000.0,27771000.0,34655000.0,,,,,1029122000,-467725000.0,0.0,-8434000.0,-476159000.0,,8276000.0,45738000.0,46975000.0,605503000
CPS,530203,USD,2021,Q1,2021-05-07,2021-05-07,16930718.0,16930718.0,-191648000.0,149994000.0,52511000.0,-31845000.0,,,,,-20988000,-76019000.0,,-17006000.0,-93025000.0,0.0,216545000.0,0.0,208617000.0,103097000
CPSI,497906,USD,2021,Q1,2021-05-10,2021-05-10,14101750.0,14117250.0,14300000.0,1923000.0,25009000.0,14026000.0,,,,,55258000,-1709000.0,-33000.0,0.0,-4988000.0,-2902000.0,-31308000.0,-2324000.0,-36534000.0,13736000
CPT,446323,USD,2021,Q1,2021-04-30,2021-04-30,99447250.0,99498250.0,116585000.0,368444000.0,14778000.0,-2616000.0,,,,,497191000,-407080000.0,,-300000.0,-407992000.0,-336534000.0,556823000.0,0.0,221664000.0,310863000
CPXX,436095,USD,2016,Q1,2016-05-10,2016-05-10,34373858.0,34373858.0,-20137688.0,197701.0,2508823.0,1329495.0,,,,,-16101669,-40717.0,,,-40717.0,,-1724303.0,53185488.0,50810654.0,34643655
CQH,704560,USD,2018,Q2,2018-08-09,2018-08-09,231700000.0,231700000.0,357310000.0,,-362718000.0,-391000.0,,,,,-5799000,,,,362494000.0,-356819000.0,,1095000.0,-356819000.0,-124000
CQP,704562,USD,2021,Q1,2021-05-04,2021-05-04,433150000.0,433150000.0,1095000000.0,552000000.0,222000000.0,-71000000.0,,,,,1798000000,-801000000.0,,0.0,-792000000.0,,-1000000.0,,-1507000000.0,-501000000
CR,355869,USD,2021,Q1,2021-05-05,2021-05-05,58150000.0,58625000.0,226700000.0,129200000.0,-68700000.0,108000000.0,,,,,395200000,-26700000.0,-10000000.0,2500000.0,-22100000.0,-99900000.0,-116400000.0,93500000.0,-124100000.0,275600000
CRAY,941302,USD,2019,Q2,2019-08-02,2019-08-02,40937000.0,40937000.0,-107703000.0,15404000.0,16783000.0,106366000.0,,,,,30850000,-9942000.0,0.0,-24246000.0,-9513000.0,,,2160000.0,-1358000.0,20665000
CRC,822165,USD,2020,Q3,2020-11-05,2020-11-05,49400000.0,49300000.0,-2024000000.0,410000000.0,1799000000.0,92000000.0,,,,,277000000,-58000000.0,,,-131000000.0,-4000000.0,109000000.0,1000000.0,-46000000.0,100000000
CRD-A,823170,USD,2021,Q1,2021-05-05,2021-05-05,53169000.0,53491500.0,46268000.0,40529000.0,-8344000.0,24280000.0,,,,,102733000,-34841000.0,,6199000.0,-25230000.0,-9575000.0,-109467000.0,-1190000.0,-120948000.0,-40387000
CRDF,798464,USD,2021,Q1,2021-05-06,2021-05-06,27688089.0,27688089.0,-20396672.0,466009.0,3358232.0,-2252531.0,,,,,-18824962,-211880.0,-112698000.0,,-112909880.0,,0.0,137126731.0,137119231.0,5384389
CREE,178872,USD,2021,Q3,2021-04-29,2021-04-29,110467750.0,110467750.0,-233300000.0,138800000.0,57100000.0,14400000.0,,,,,-65000000,-471200000.0,0.0,36600000.0,-674200000.0,,430000000.0,575500000.0,947500000.0,208600000
CRI,933049,USD,2021,Q1,2021-04-30,2021-04-30,43246744.0,43443798.0,274607000.0,91031000.0,28172000.0,170856000.0,,,,,564666000,-36468000.0,5000000.0,0.0,-31468000.0,0.0,-244000000.0,7979000.0,-247547000.0,294590000
CRIS,168118,USD,2021,Q1,2021-05-12,2021-05-12,62933963.0,62933963.0,-30126000.0,162000.0,3419000.0,-3357000.0,,,,,-29902000,-436000.0,-57524000.0,,-57960000.0,,891000.0,9040000.0,186208000.0,98346000
CRL,187129,USD,2021,Q1,2021-05-04,2021-05-04,49747750.0,50888250.0,378404000.0,239172000.0,-9711000.0,40349000.0,,,,,648214000,-168869000.0,-27224000.0,-130575000.0,-325855000.0,,-242960000.0,7258000.0,-237244000.0,96572000
CRM,85017,USD,2021,Q1,2021-06-02,2021-06-02,911000000.0,934250000.0,4442000000.0,2873000000.0,-894000000.0,-251000000.0,,,,,6170000000,-558000000.0,-3426000000.0,-1603000000.0,-4581000000.0,,-138000000.0,1288000000.0,1150000000.0,2772000000
CROX,128143,USD,2021,Q1,2021-04-27,2021-04-27,67951500.0,67951500.0,400168000.0,28766000.0,-209759000.0,162791000.0,,,,,381966000,-33502000.0,,,-33578000.0,0.0,0.0,-189562000.0,-198919000.0,150654000
CRR,534434,USD,2019,Q4,2020-05-15,2020-05-15,28345404.0,28345404.0,-304201000.0,30707000.0,230283000.0,31728000.0,,,,,-11483000,1070000.0,,0.0,-4252000.0,0.0,-27670000.0,4327000.0,-23561000.0,-39296000
CRS,993068,USD,2021,Q3,2021-04-29,2021-04-29,48300000.0,48150000.0,-290900000.0,123300000.0,199999999.0,279900000.0,,,,,312299999,-104400000.0,0.0,20000000.0,-84400000.0,-39000000.0,-35199999.0,200000.0,-76499999.0,151200000
CRSP,791051,USD,2021,Q1,2021-04-27,2021-04-27,69489048.0,69489048.0,-392297000.0,9808000.0,76990000.0,18645000.0,,,,,-286854000,-22391000.0,-683686000.0,0.0,-706077000.0,,37687000.0,1241011000.0,1241011000.0,248150000
CRTO,884751,USD,2021,Q1,2021-05-05,2021-05-05,60639148.0,62306550.0,81711000.0,96772000.0,45229000.0,-17737000.0,,,,,205975000,-67982000.0,,-1176000.0,-107277000.0,,-14168000.0,-28274000.0,-42402000.0,83554000
CRUS,674434,USD,2020,Q4,2021-05-21,2021-05-21,58106000.0,60060000.0,217344000.0,47083000.0,51282000.0,33236000.0,,,,,348945000,-18253000.0,-57200000.0,-2222000.0,-77675000.0,,0.0,-102858000.0,-121225000.0,150045000
CRVS,808943,USD,2021,Q1,2021-04-29,2021-04-29,30754849.0,30754849.0,-4640000.0,585000.0,-30977000.0,820000.0,,,,,-34212000,-76000.0,21994000.0,,21918000.0,,0.0,33900000.0,33900000.0,21606000
CRWD,1039026,USD,2021,Q1,2021-06-04,2021-06-04,220512000.0,220512000.0,-156278000.0,44762000.0,263436000.0,253602000.0,-61663000.0,,-3973000.0,319238000.0,405522000,-69081000.0,-1309000.0,-440424000.0,-524230000.0,,734441000.0,60455000.0,795851000.0,680006000
CRWS,256343,USD,2020,Q4,2021-06-09,2021-06-09,10144000.0,10150000.0,6081000.0,1531000.0,4167000.0,-3041000.0,,,,,8738000,-733000.0,,0.0,-733000.0,-5012000.0,-614000.0,-2048000.0,-7674000.0,331000
CRY,710985,USD,2021,Q1,2021-04-30,2021-04-30,38198000.0,38198000.0,-13155000.0,21820000.0,32837000.0,-34807000.0,,,,,6695000,-11291000.0,,-59119000.0,-71035000.0,-855000.0,64644000.0,2229000.0,62998000.0,-6775000
CRZO,628031,USD,2019,Q3,2019-11-05,2019-11-05,92126750.0,92714000.0,627429000.0,320808000.0,-318547000.0,36620000.0,,,,,666310000,-186540000.0,,,-1030030000.0,-17653000.0,472613000.0,-111000.0,363585000.0,-135000
CSBR,241725,USD,2021,Q3,2021-03-15,2021-03-15,12886272.0,13229187.0,-1231000.0,1127000.0,1298000.0,1650000.0,,,,,2844000,-3954000.0,,,-3862000.0,,-157000.0,5322000.0,5165000.0,4147000
CSC,218339,USD,2016,Q4,2017-05-26,2017-05-26,140390000.0,140390000.0,-100000000.0,658000000.0,122000000.0,298000000.0,586000000.0,,54000000.0,-342000000.0,978000000,-329000000.0,,-431000000.0,-926000000.0,-78000000.0,82000000.0,54000000.0,93000000.0,85000000
CSCO,82202,USD,2021,Q3,2021-05-25,2021-05-25,4224500000.0,4239000000.0,10218000000.0,1817000000.0,1381000000.0,1336000000.0,369000000.0,-319000000.0,-159000000.0,1445000000.0,14752000000,-720000000.0,1958000000.0,-6423000000.0,-5134000000.0,-6126000000.0,-4500000000.0,-1469000000.0,-12629000000.0,-3011000000
CSGP,486790,USD,2021,Q1,2021-04-28,2021-04-28,384735000.0,387135000.0,228547000.0,128098000.0,154962000.0,-69112000.0,,,,,442495000,-175092000.0,0.0,-426085000.0,-601177000.0,,254210000.0,29109000.0,1918603000.0,1762373000
CSGS,366036,USD,2021,Q1,2021-05-06,2021-05-06,31972500.0,32225000.0,56828000.0,67370000.0,35815000.0,17411000.0,,,,,177424000,-32814000.0,,-2148000.0,-65929000.0,-31414000.0,-11251000.0,-33407000.0,-76072000.0,42865000
CSII,178927,USD,2021,Q3,2021-05-06,2021-05-06,37854726.0,37854726.0,-23302000.0,4170000.0,24343000.0,-18972000.0,,,,,-13761000,-9730000.0,-99957000.0,-5236000.0,-114923000.0,,0.0,139466000.0,134445000.0,5761000
CSL,446361,USD,2021,Q1,2021-04-27,2021-04-27,53800000.0,54275000.0,310500000.0,221700000.0,53900000.0,124999998.0,,,,,711099998,-92700000.0,-10200000.0,-33000000.0,-126700000.0,-112500000.0,-500000000.0,-387500000.0,-1010500000.0,-420500002
CSLT,494803,USD,2021,Q1,2021-04-30,2021-04-30,153455250.0,153455250.0,-8844000.0,6625000.0,26901000.0,-8313000.0,,,,,16369000,-2528000.0,5996000.0,0.0,3468000.0,,-1441000.0,243000.0,-1198000.0,18639000
CSOD,747052,USD,2021,Q1,2021-05-06,2021-05-06,64526500.0,64526500.0,-38659000.0,141822000.0,21585000.0,44309000.0,,,,,169057000,-5757000.0,0.0,-1276869000.0,-1311420000.0,,824558000.0,17926000.0,812055000.0,-324667000
CSPR,1011102,USD,2021,Q1,2021-05-13,2021-05-13,40300797.0,40300797.0,-76269000.0,15673000.0,17399000.0,5071000.0,-4114000.0,-9178000.0,10367000.0,7996000.0,-38126000,-12726000.0,,,-12726000.0,,-3076000.0,856000.0,-3183000.0,-54497000
CSRA,378123,USD,2017,Q3,2018-02-07,2018-02-07,174948060.0,176643191.0,390000000.0,228000000.0,51000000.0,-303000000.0,,,,,366000000,-103000000.0,,-335000000.0,-431000000.0,-66000000.0,86000000.0,-10000000.0,-17000000.0,-82000000
CSS,702391,USD,2019,Q3,2020-02-14,2020-02-14,8857250.0,8862500.0,-26914000.0,13566000.0,24741000.0,16932000.0,,,,,28325000,-8822000.0,0.0,0.0,-8822000.0,-1778000.0,-20195000.0,0.0,-25992000.0,-6571000
CST,42704,USD,2017,Q1,2017-05-09,2017-05-09,75705750.0,76262750.0,289000000.0,260000000.0,-257000000.0,-24000000.0,,,,,268000000,-340000000.0,,-31000000.0,15000000.0,-10000000.0,-206000000.0,0.0,-281000000.0,12000000
CSU,122647,USD,2021,Q1,2021-05-14,2021-05-14,2057397.0,2059397.0,-209343000.0,53870000.0,142262000.0,14683000.0,,,,,1472000,5361000.0,,0.0,5361000.0,,-12833000.0,-3000.0,-12957000.0,-6124000
CSWI,49347,USD,2020,Q4,2021-05-20,2021-05-20,14805000.0,14910000.0,40288000.0,9194000.0,19336000.0,-2564000.0,,,,,66254000,-2651000.0,,-287238000.0,-289889000.0,-8083000.0,231439000.0,-9159000.0,214049000.0,-8250000
CSX,248102,USD,2021,Q1,2021-04-21,2021-04-21,2289750000.0,2295750000.0,2701000000.0,1384000000.0,168000000.0,64000000.0,46000000.0,,19000000.0,-1000000.0,4317000000,-1530000000.0,,,-1090000000.0,-809000000.0,-605000000.0,-841000000.0,-2267000000.0,960000000
CTAS,331923,USD,2021,Q3,2021-04-06,2021-04-06,104472500.0,107287000.0,987831000.0,242776000.0,175868000.0,-144726000.0,7638000.0,-180671000.0,-6529000.0,34836000.0,1261749000,-141320000.0,-7443000.0,5750000.0,-137582000.0,-371732000.0,-200000000.0,-228660000.0,-805010000.0,319170000
CTIC,809274,USD,2021,Q1,2021-05-06,2021-05-06,74617500.0,74617500.0,-57531000.0,534000.0,7640000.0,817000.0,,,,,-48540000,-17000.0,0.0,,-4117000.0,,-5505000.0,10118000.0,4613000.0,-48044000
CTLT,1169061,USD,2021,Q3,2021-05-04,2021-05-04,162331752.0,164449809.0,556800000.0,282400000.0,-91799999.0,-276000000.0,,,,,471400001,-658900000.0,-74900000.0,139700000.0,-598599999.0,-25800000.0,-93300000.0,656200000.0,490300000.0,379700002
CTMX,789985,USD,2021,Q1,2021-05-06,2021-05-06,49956602.0,49626397.0,-60644000.0,2464000.0,16931000.0,66305000.0,,,,,25056000,-2242000.0,-121348000.0,,37853000.0,,0.0,123471000.0,123471000.0,186380000
CTS,923326,USD,2021,Q1,2021-04-29,2021-04-29,32280250.0,32540750.0,42868000.0,26938000.0,6356000.0,8804000.0,,,,,84966000,-11926000.0,,-8309000.0,-20235000.0,-5171000.0,-101200000.0,-2776000.0,-111620000.0,-47563000
CTSH,128066,USD,2021,Q1,2021-05-06,2021-05-06,536000000.0,537250000.0,1530000000.0,564000000.0,539000000.0,350000000.0,120000000.0,,126000000.0,104000000.0,2983000000,-374000000.0,-709000000.0,-1347000000.0,-1504000000.0,-487000000.0,-1792000000.0,-1205000000.0,-3484000000.0,-1913000000
CTVA,1169062,USD,2021,Q1,2021-05-05,2021-05-05,747075000.0,750475000.0,946000000.0,1198000000.0,-474000000.0,296000000.0,,,,,1966000000,-484000000.0,-111000000.0,9000000.0,-508000000.0,0.0,-810000000.0,-220000000.0,-1142000000.0,390000000
CTXS,131663,USD,2021,Q1,2021-05-06,2021-05-06,123121500.0,125764250.0,413272000.0,81630000.0,483015000.0,-113499000.0,139680000.0,-3633000.0,11859000.0,-261405000.0,864418000,-54829000.0,5561000.0,-2022618000.0,-2089940000.0,-174689000.0,1549340000.0,-88580000.0,1170925000.0,-47138000
CUB,727716,USD,2021,Q2,2021-05-05,2021-05-05,31455500.0,31455500.0,44848000.0,97834000.0,-44826000.0,-90637000.0,,,,,10551000,-43989000.0,-2619000.0,-250000.0,-44375000.0,-8476000.0,63016000.0,-4734000.0,36783000.0,21409000
CUBE,117529,USD,2021,Q1,2021-04-30,2021-04-30,195541500.0,196435250.0,172609000.0,172500000.0,17839000.0,5318000.0,,,,,368266000,-511235000.0,,-1563000.0,-497189000.0,-259585000.0,140940000.0,222666000.0,96436000.0,-32487000
CULP,209337,USD,2021,Q3,2021-03-12,2021-03-12,12296500.0,12316250.0,-26093000.0,7617000.0,28006000.0,17610000.0,,,,,27140000,-4821000.0,-8504000.0,-310000.0,-6966000.0,-5226000.0,-7000.0,-952000.0,-6225000.0,14115000
CUO,884109,USD,2020,Q1,2020-05-11,2020-05-11,1705000.0,1705000.0,-13899000.0,1962000.0,17963000.0,26000.0,,,,,-8219000,596000.0,,-21851000.0,-21255000.0,,-800000.0,,-1351000.0,-30825000
CUZ,446395,USD,2021,Q1,2021-04-29,2021-04-29,148577000.0,148677000.0,92116000.0,287904000.0,24350000.0,-30469000.0,,,,,373901000,23000.0,0.0,0.0,-586019000.0,-178271000.0,273119000.0,0.0,101371000.0,-110747000
CVA,821325,USD,2021,Q1,2021-04-30,2021-04-30,132250000.0,133500000.0,6000000.0,223000000.0,-10000000.0,26000000.0,,,,,245000000,-150000000.0,11000000.0,-6000000.0,-170000000.0,-66000000.0,43000000.0,0.0,-69000000.0,8000000
CVCO,890460,USD,2020,Q4,2021-05-28,2021-05-28,9189052.0,9293134.0,76646000.0,6324000.0,-2077000.0,33138000.0,,,,,114031000,-25297000.0,1948000.0,0.0,-23349000.0,,-2724000.0,-4258000.0,-6982000.0,83700000
CVGI,773452,USD,2021,Q1,2021-05-04,2021-05-04,31057500.0,31318250.0,-3965000.0,18495000.0,9609000.0,-15483000.0,,,,,8656000,-4661000.0,,0.0,-4661000.0,,-22575000.0,1000.0,-27632000.0,-19919000
CVLT,1067483,USD,2020,Q4,2021-05-13,2021-05-13,46652000.0,46652000.0,-30954000.0,15878000.0,145443000.0,-6412000.0,,,,,123955000,-8176000.0,-86000.0,0.0,35469000.0,,0.0,-74738000.0,-74738000.0,101155000
CVNA,717670,USD,2021,Q1,2021-05-06,2021-05-06,71907000.0,71907000.0,-360222000.0,79791000.0,3368111000.0,-4060092000.0,,,,,-972412000,-351801000.0,,0.0,-331926000.0,0.0,573170000.0,1064359000.0,1573990000.0,269652000
CVS,256275,USD,2021,Q1,2021-05-04,2021-05-04,1310750000.0,1316500000.0,,,15452000000.0,,,,,,15452000000,-1684000000.0,-3879000000.0,-337000000.0,-5804000000.0,-2628000000.0,-11663000000.0,322000000.0,-14074000000.0,-4426000000
CVSI,150939,USD,2021,Q1,2021-05-13,2021-05-13,101120500.0,101120500.0,-20259000.0,891000.0,10397000.0,1673000.0,,,,,-7298000,-612000.0,,-250000.0,-612000.0,,2549000.0,3429000.0,5978000.0,-1932000
CVX,248396,USD,2021,Q1,2021-05-06,2021-05-06,1882663000.0,1882560000.0,-7744000000.0,19506000000.0,1242000000.0,-2953000000.0,72000000.0,,,-3025000000.0,10051000000,-7535000000.0,35000000.0,373000000.0,-5370000000.0,-9717000000.0,3271000000.0,,-6167000000.0,-1426000000
CW,1057791,USD,2021,Q1,2021-05-06,2021-05-06,41357250.0,41582250.0,209100000.0,116356000.0,65051000.0,36646000.0,,,,,427153000,-35453000.0,,-442241000.0,-477711000.0,-28175000.0,724248000.0,-99802000.0,35706000.0,-10688000
CWEN,904225,USD,2021,Q1,2021-05-06,2021-05-06,115750000.0,115750000.0,-31000000.0,464000000.0,145000000.0,-70000000.0,,,,,508000000,-88000000.0,,-341000000.0,-359000000.0,-235000000.0,-145000000.0,52000000.0,-98000000.0,51000000
CWH,744377,USD,2021,Q1,2021-05-05,2021-05-05,40895500.0,65202000.0,505769000.0,50604000.0,86553000.0,207764000.0,,,,,850690000,-102867000.0,-2850000.0,-57977000.0,-163694000.0,-65626000.0,-308759000.0,-14913000.0,-539532000.0,147464000
CWRL,662568,USD,2015,Q4,2016-03-31,2016-03-31,83796224.0,83796224.0,10700.0,0.0,22621.0,-38760.0,,,,,-93589,0.0,,0.0,0.0,,0.0,,0.0,-93589
CWT,939565,USD,2021,Q1,2021-04-29,2021-04-29,49738250.0,49738250.0,114106000.0,103511000.0,26177000.0,-99958000.0,,,,,143836000,-300198000.0,-6500000.0,-40483000.0,-349516000.0,-43034000.0,77780000.0,98518000.0,149836000.0,-55844000
CXO,378119,USD,2020,Q3,2020-10-27,2020-10-27,196022250.0,196020750.0,-10244000000.0,1616000000.0,11391000000.0,139000000.0,255000000.0,3000000.0,-20000000.0,-99000000.0,2902000000,-1088000000.0,,-148000000.0,-1370000000.0,-144000000.0,-496000000.0,-405000000.0,-1130000000.0,402000000
CXP,949490,USD,2021,Q1,2021-04-29,2021-04-29,113966000.0,117948250.0,112613000.0,89630000.0,-72787000.0,-21942000.0,,,,,107514000,182354000.0,-1887000.0,-23378000.0,104837000.0,-98974000.0,-377000000.0,-2036000.0,-478072000.0,-265721000
CXW,949493,USD,2021,Q1,2021-05-06,2021-05-06,119702250.0,121089250.0,-103468000.0,145621000.0,211177000.0,126419000.0,,,,,379749000,44432000.0,,0.0,37678000.0,-53062000.0,-528960000.0,-1649000.0,-585214000.0,-167787000
CY,526074,USD,2019,Q4,2020-04-15,2020-04-15,367308000.0,384670000.0,40413000.0,284656000.0,171137000.0,-17291000.0,,,,,478915000,-40686000.0,0.0,13639000.0,-27311000.0,-160850000.0,-197853000.0,38582000.0,-321862000.0,129742000
CYAN,65022,USD,2020,Q4,2021-06-22,2021-06-22,6060000.0,6147500.0,920000.0,1748000.0,-658000.0,390000.0,,,,,2400000,-760000.0,,0.0,-760000.0,,-351000.0,68000.0,-290000.0,1350000
CYCC,899362,USD,2021,Q1,2021-05-14,2021-05-14,5193145.0,5193145.0,-10703000.0,24000.0,594000.0,1392000.0,,,,,-8693000,-170000.0,,,-170000.0,-201000.0,,47752000.0,47551000.0,38854000
CYIG,947023,USD,2018,Q3,2019-02-14,2019-02-14,29817877.0,29817877.0,15951025.0,1356383.0,2733131.0,-515451.0,,,,,19525088,-119007.0,,,-827829.0,,,,,17194013
CYNX,689586,USD,2013,Q2,2013-11-05,2013-11-05,1359276812.0,1494902292.0,2547208.0,-968.0,32393.0,-2817500.0,,,,,-238867,0.0,,,0.0,,266217.0,0.0,235635.0,-3232
CZR,821879,USD,2021,Q1,2021-05-05,2021-05-05,162013419.0,162013419.0,-3058000000.0,672900000.0,2239500000.0,-285500000.0,,,,,-567000000,-205000000.0,67000000.0,-6102000000.0,-6191000000.0,,5503000000.0,2718000000.0,10163000000.0,3572000000
D,189087,USD,2021,Q1,2021-05-04,2021-05-04,822925000.0,822925000.0,697000000.0,2762000000.0,2667000000.0,-1080000000.0,-149000000.0,41000000.0,220000000.0,-1192000000.0,5046000000,-6069000000.0,-72000000.0,0.0,-3583000000.0,-2593000000.0,3795000000.0,-2951000000.0,-2168000000.0,-705000000
DAL,231789,USD,2021,Q1,2021-04-15,2021-04-15,635750000.0,635750000.0,,,,,,,,,-3460000000,-935000000.0,0.0,0.0,-6327000000.0,0.0,11035000000.0,0.0,13222000000.0,3435000000
DAN,980331,USD,2021,Q1,2021-04-28,2021-04-28,144675000.0,144900000.0,-21000000.0,371000000.0,48000000.0,66000000.0,,,,,464000000,-316000000.0,-2000000.0,-15000000.0,-315000000.0,-14000000.0,-264000000.0,0.0,-311000000.0,-143000000
DASH,1200821,USD,2020,Q4,2021-03-05,2021-03-05,62390000.0,62390000.0,-461000000.0,120000000.0,427000000.0,166000000.0,,,,,252000000,-106000000.0,-6000000.0,-28000000.0,-192000000.0,,333000000.0,3676000000.0,3996000000.0,4058000000
DATA,711049,USD,2019,Q2,2019-07-31,2019-07-31,84846750.0,84846750.0,-142904000.0,46281000.0,282126000.0,-68410000.0,,,,,117093000,-34833000.0,-120249000.0,-4500000.0,-159582000.0,,,-15302000.0,-15302000.0,-57553000
DBD,770497,USD,2021,Q1,2021-05-10,2021-05-10,77800000.0,77800000.0,-182500000.0,90800000.0,203900000.0,-81200000.0,,,,,31000000,-14400000.0,-10700000.0,1500000.0,-26000000.0,0.0,-236600000.0,1600000.0,-322000000.0,-306400000
DBI,596024,USD,2021,Q1,2021-05-28,2021-05-28,72269000.0,72269000.0,-255835000.0,85468000.0,199497000.0,-144810000.0,,,,,-115680000,-13140000.0,143000.0,0.0,-12997000.0,0.0,-47545000.0,-2048000.0,-74535000.0,-201573000
DBX,808182,USD,2021,Q1,2021-05-07,2021-05-07,409500000.0,410825000.0,-248000000.0,154500000.0,721500000.0,5200000.0,,,,,633200000,-59400000.0,0.0,-125400000.0,-620699999.0,,1145000000.0,-760900000.0,341200000.0,359100000
DCI,50564,USD,2021,Q3,2021-06-07,2021-06-07,126700000.0,128250000.0,266700000.0,93400001.0,28200000.0,39100000.0,,,,,427400001,-56400000.0,,,-62900000.0,-106100000.0,-318400001.0,-48400000.0,-491300001.0,-111200000
DCPH,785694,USD,2021,Q1,2021-05-04,2021-05-04,56825916.0,56825916.0,-254980000.0,2577000.0,44680000.0,-19272000.0,,,,,-226995000,-5277000.0,160312000.0,,154057000.0,,-815000.0,-161835000.0,44933000.0,-28004000
DD,546332,USD,2021,Q1,2021-05-04,2021-05-04,702050000.0,702425000.0,3085000000.0,2713000000.0,-2893000000.0,850000000.0,,,,,3755000000,-996000000.0,-2000000000.0,629000000.0,-2338000000.0,-821000000.0,2572000000.0,-387000000.0,1124000000.0,2616000000
DDD,545133,USD,2021,Q1,2021-05-10,2021-05-10,119357750.0,120199000.0,-85442000.0,42007000.0,46421000.0,7631000.0,,,,,10617000,-11601000.0,,50195000.0,38928000.0,,-50114000.0,24702000.0,-32546000.0,19234000
DDE,157094,USD,2018,Q4,2019-03-21,2019-03-21,32446000.0,32446000.0,30000.0,8231000.0,704000.0,1030000.0,,,,,9995000,-4826000.0,-12000.0,0.0,-4838000.0,-144000.0,-4900000.0,-74000.0,-5007000.0,150000
DDMG,286073,USD,2012,Q2,2012-08-14,2012-08-14,32378353.0,33899153.0,-84457000.0,18841000.0,12960000.0,-7542000.0,,,,,-60198000,-13045000.0,,-2205000.0,-15250000.0,,28355000.0,72608000.0,80527000.0,5275000
DDOG,963381,USD,2021,Q1,2021-05-07,2021-05-07,227038750.0,234933750.0,-44094000.0,16164000.0,153638000.0,10778000.0,,,,,136486000,-4887000.0,-590116000.0,-13872000.0,-632109000.0,,730207000.0,31770000.0,670646000.0,175161000
DDS,949971,USD,2021,Q1,2021-06-09,2021-06-09,22532750.0,22532750.0,248568000.0,212175000.0,-23915000.0,229656000.0,,,,,666484000,-26370000.0,,,-14293000.0,-13571000.0,-4153000.0,-88541000.0,-106265000.0,545926000
DE,373449,USD,2021,Q2,2021-05-27,2021-05-27,313400000.0,316075000.0,4583000000.0,2105000000.0,60000000.0,1745000000.0,1376000000.0,-300000000.0,,669000000.0,8493000000,1197000000.0,-32000000.0,-85000000.0,-4736000000.0,-955000000.0,-3548000000.0,-1154000000.0,-5764000000.0,-1722000000
DECK,1054410,USD,2020,Q4,2021-05-28,2021-05-28,28055000.0,28406000.0,382575000.0,40530000.0,36152000.0,136960000.0,,,,,596217000,-32169000.0,,,-32169000.0,,-31279000.0,-90870000.0,-129581000.0,439925000
DEI,1057794,USD,2021,Q1,2021-05-07,2021-05-07,175402750.0,175402750.0,16427000.0,380268000.0,-15020000.0,10077000.0,,,,,391752000,-318696000.0,,0.0,-279707000.0,-196556000.0,149955000.0,-105000.0,-102456000.0,9589000
DELL,59180,USD,2021,Q1,2021-06-07,2021-06-07,743000000.0,765000000.0,4261000000.0,5313000000.0,1056000000.0,3811000000.0,,,,,14441000000,-2148000000.0,-42000000.0,1671000000.0,-494000000.0,-2134000000.0,-10602000000.0,-1011000000.0,-11852000000.0,2262000000
